TIME,,C1,C2,,C4
01/06/2018 18:30,,710.6120939,394.1603569,,290.9526346
01/06/2018 18:35,,722.1962296,394.1603569,,290.9526346
01/06/2018 18:40,,722.1962296,402.0547897,,289.0124743
01/06/2018 18:45,,780.3605524,402.0547897,,289.0124743
01/06/2018 18:50,,780.3605524,406.7442786,,289.0124743
01/06/2018 18:55,,799.9831112,406.7442786,,292.989271
01/06/2018 19:00,,799.9831112,420.8812047,,292.989271
01/06/2018 19:05,,841.2291892,420.8812047,,289.2440193
01/06/2018 19:10,,841.2291892,437.0927393,,289.2440193
01/06/2018 19:15,,869.5819173,437.0927393,,289.2440193
01/06/2018 19:20,,869.5819173,453.7928277,,289.2440193
01/06/2018 19:25,,903.5127923,453.7928277,,289.2440193
01/06/2018 19:30,,903.5127923,469.1490785,,289.0469186
01/06/2018 19:35,,934.0442933,469.1490785,,289.0469186
01/06/2018 19:40,,934.0442933,484.5455515,,289.0469186
01/06/2018 19:45,,927.0796108,484.5455515,,289.8751581
01/06/2018 19:50,,927.0796108,479.3397632,,289.8751581
01/06/2018 19:55,,941.6880716,479.3397632,,290.1648471
01/06/2018 20:00,,941.6880716,476.1990585,,290.1648471
01/06/2018 20:05,,951.7837095,476.1990585,,285.160165
01/06/2018 20:10,,951.7837095,471.8860457,,285.160165
01/06/2018 20:15,,924.903929,471.8860457,,283.6685483
01/06/2018 20:20,,924.903929,478.8787666,,283.6685483
01/06/2018 20:25,,905.1287428,478.8787666,,276.6426797
01/06/2018 20:30,,905.1287428,486.3738487,,276.6426797
01/06/2018 20:35,,889.1338849,486.3738487,,272.8072567
01/06/2018 20:40,,889.1338849,483.7722703,,272.8072567
01/06/2018 20:45,,881.8078867,483.7722703,,271.1987637
01/06/2018 20:50,,881.8078867,471.1889024,,271.1987637
01/06/2018 20:55,,833.1623172,471.1889024,,271.1987637
01/06/2018 21:00,,833.1623172,457.4092864,,271.1987637
01/06/2018 21:05,,770.2130391,457.4092864,,271.1987637
01/06/2018 21:10,,770.2130391,439.9843876,,268.9871471
01/06/2018 21:15,,712.3220625,439.9843876,,268.9871471
01/06/2018 21:20,,712.3220625,411.4661253,,268.9871471
01/06/2018 21:25,,675.9470285,411.4661253,,267.5084953
01/06/2018 21:30,,675.9470285,396.0889346,,267.5084953
01/06/2018 21:35,,606.9408711,396.0889346,,266.1167395
01/06/2018 21:40,,606.9408711,374.4008886,,266.1167395
01/06/2018 21:45,,570.9931399,374.4008886,,268.8879819
01/06/2018 21:50,,570.9931399,326.9765054,,268.8879819
01/06/2018 21:55,,502.8476172,326.9765054,,268.8879819
01/06/2018 22:00,,502.8476172,287.0720715,,268.1141116
01/06/2018 22:05,,434.90051,287.0720715,,268.1141116
01/06/2018 22:10,,434.90051,258.7703285,,268.1141116
01/06/2018 22:15,,402.8912659,258.7703285,,265.9423725
01/06/2018 22:20,,402.8912659,211.4880416,,265.9423725
01/06/2018 22:25,,362.7426481,211.4880416,,265.9423725
01/06/2018 22:30,,362.7426481,183.4362437,,265.9423725
01/06/2018 22:35,,306.3657108,183.4362437,,265.9423725
01/06/2018 22:40,,306.3657108,164.0579404,,265.9423725
01/06/2018 22:45,,292.269823,164.0579404,,265.9423725
01/06/2018 22:50,,292.269823,150.9995033,,265.9423725
01/06/2018 22:55,,293.5869887,150.9995033,,267.3257398
01/06/2018 23:00,,293.5869887,148.1726674,,267.3257398
01/06/2018 23:05,,287.867386,148.1726674,,267.3257398
01/06/2018 23:10,,287.867386,136.1597938,,267.3257398
01/06/2018 23:15,,271.3802492,136.1597938,,267.3257398
01/06/2018 23:20,,271.3802492,129.288488,,267.3257398
01/06/2018 23:25,,264.0175171,129.288488,,267.4729829
01/06/2018 23:30,,264.0175171,124.1658417,,267.4729829
01/06/2018 23:35,,264.0175171,124.1658417,,267.4729829
01/06/2018 23:40,,264.0175171,120.1729714,,265.1449677
01/06/2018 23:45,,262.9144892,120.1729714,,265.1449677
01/06/2018 23:50,,262.9144892,120.1729714,,265.1449677
01/06/2018 23:55,,262.9144892,118.155784,,265.1449677
02/06/2018 00:00,,262.9144892,118.155784,,265.1449677
02/06/2018 00:05,,262.9144892,118.155784,,265.1449677
02/06/2018 00:10,,262.9144892,119.5516717,,265.1449677
02/06/2018 00:15,,260.961975,119.5516717,,265.1449677
02/06/2018 00:20,,260.961975,119.5516717,,265.1449677
02/06/2018 00:25,,260.961975,119.5516717,,265.1449677
02/06/2018 00:30,,260.961975,117.6806978,,265.1449677
02/06/2018 00:35,,260.961975,117.6806978,,265.1449677
02/06/2018 00:40,,261.110487,115.5585822,,265.1449677
02/06/2018 00:45,,261.110487,115.5585822,,265.1449677
02/06/2018 00:50,,259.1883958,111.1972048,,265.1449677
02/06/2018 00:55,,259.1883958,111.1972048,,265.1449677
02/06/2018 01:00,,252.5241538,106.4512651,,265.1449677
02/06/2018 01:05,,252.5241538,106.4512651,,263.6564999
02/06/2018 01:10,,252.5241538,106.4512651,,263.6564999
02/06/2018 01:15,,252.5241538,108.4256514,,263.6564999
02/06/2018 01:20,,251.0548043,108.4256514,,263.6564999
02/06/2018 01:25,,251.0548043,108.4256514,,263.6564999
02/06/2018 01:30,,248.9618514,106.6315162,,263.6564999
02/06/2018 01:35,,248.9618514,106.6315162,,263.6564999
02/06/2018 01:40,,245.3835648,106.6315162,,263.6564999
02/06/2018 01:45,,245.3835648,105.248201,,263.6564999
02/06/2018 01:50,,245.3835648,105.248201,,263.6564999
02/06/2018 01:55,,245.9517939,105.248201,,263.6564999
02/06/2018 02:00,,245.9517939,105.248201,,263.6564999
02/06/2018 02:05,,245.9517939,105.248201,,263.6564999
02/06/2018 02:10,,244.1644794,105.248201,,263.6564999
02/06/2018 02:15,,244.1644794,105.248201,,263.6564999
02/06/2018 02:20,,244.1644794,105.248201,,263.6564999
02/06/2018 02:25,,244.1644794,105.248201,,263.6564999
02/06/2018 02:30,,244.0421397,105.4236414,,263.6564999
02/06/2018 02:35,,244.0421397,105.4236414,,263.6564999
02/06/2018 02:40,,244.0421397,105.4236414,,263.6564999
02/06/2018 02:45,,244.0421397,104.2357847,,263.6564999
02/06/2018 02:50,,244.0421397,104.2357847,,263.6564999
02/06/2018 02:55,,244.0421397,104.2357847,,263.6564999
02/06/2018 03:00,,241.2090005,103.2285609,,263.6564999
02/06/2018 03:05,,241.2090005,103.2285609,,263.6564999
02/06/2018 03:10,,244.620752,103.2285609,,263.6564999
02/06/2018 03:15,,244.620752,103.2285609,,263.6564999
02/06/2018 03:20,,244.620752,103.2285609,,263.6564999
02/06/2018 03:25,,244.620752,103.2285609,,263.6564999
02/06/2018 03:30,,244.620752,103.2285609,,263.6564999
02/06/2018 03:35,,244.620752,103.2285609,,263.6564999
02/06/2018 03:40,,243.9481608,103.2285609,,263.6564999
02/06/2018 03:45,,243.9481608,103.2285609,,263.6564999
02/06/2018 03:50,,243.9481608,103.2285609,,263.6564999
02/06/2018 03:55,,240.1043648,103.2285609,,263.6564999
02/06/2018 04:00,,240.1043648,103.2285609,,263.6564999
02/06/2018 04:05,,242.8128871,103.2285609,,263.6564999
02/06/2018 04:10,,242.8128871,103.2285609,,263.6564999
02/06/2018 04:15,,242.8128871,103.2285609,,263.6564999
02/06/2018 04:20,,242.8128871,103.2285609,,263.6564999
02/06/2018 04:25,,243.9285103,103.2285609,,263.6564999
